ivid,household,male,female
MIA-030-019,821,1479,1363
MIA-030-020,435,800,711
MIA-030-021,295,524,448
MIA-030-022,509,889,823
MIA-030-023,300,497,399
MIA-030-024,756,1330,1292
MIA-040-001,935,1175,1305
MIA-040-002,1462,2204,2239
MIA-040-003,1264,1690,1715
MIA-040-004,1686,2552,2580
MIA-040-005,1866,2890,2847
MIA-040-006,1214,1975,1999
MIA-040-007,1393,2360,2308
MIA-040-008,1143,1878,1749
MIA-040-009,807,1313,1352
MIA-040-010,1818,2824,2727
MIA-040-011,430,707,646
MIA-040-012,1077,1746,1691
MIA-040-013,531,913,881
MIA-040-014,714,1262,1179
MIA-040-015,265,446,434
MIA-040-016,1357,2244,2134
MIA-040-017,711,1241,1133
MIA-040-018,449,809,706
MIA-040-019,1256,2067,1928
MIA-040-020,812,1336,1259
MIA-040-021,1456,2268,2054
MIA-040-022,370,681,599
MIA-040-023,1145,1988,1992
MIA-040-024,786,1323,1292
MIA-040-025,768,1285,1318
MIA-050-001,772,1499,1315
MIA-050-002,676,1142,1044
MIA-050-003,1129,1940,1826
MIA-050-004,1268,2379,2204
MIA-050-005,1527,2546,2336
MIA-050-006,905,1670,1511
MIA-050-007,286,515,494
MIA-050-008,1307,2002,2075
MIA-050-009,1237,1966,2043
MIA-050-010,698,979,991
MIA-050-011,475,574,529
MIA-050-012,436,648,639
MIA-050-013,892,1175,1199
MIA-050-014,1300,1820,1776
MIA-050-015,1432,2270,2182
MIA-050-016,1387,2355,2378
MIA-050-017,2326,3225,3396
MIA-050-018,1498,2231,2295
MIA-050-019,510,904,794
MIA-050-020,592,987,844
MIA-050-021,902,1545,1440
MIA-050-022,483,865,837
MIA-050-023,912,1696,1516
MIA-050-024,323,581,513
MIA-050-025,760,1401,1292
MIA-050-026,742,1220,1119
MIA-050-027,890,1408,1343
MIA-050-028,1377,2302,2387
MIA-050-029,1406,2315,2493
MIA-050-030,909,1241,1349
MIA-050-031,975,1530,1468
MIA-050-032,1222,1917,1926
MIA-060-001,548,929,871
MIA-060-002,318,556,518
MIA-060-003,564,937,921
MIA-060-004,1518,2758,2627
MIA-060-005,806,1483,1375
MIA-060-006,455,753,690
MIA-060-007,383,613,554
MIA-060-008,925,1800,1685
MIA-060-009,467,874,880
MIA-060-010,258,459,396
MIA-060-011,571,982,833
MIA-060-012,599,1006,896
MIA-060-013,497,882,696
MIA-060-014,404,629,521
MIA-060-015,434,680,568
MIA-060-016,383,611,537
MIA-060-017,265,454,418
MIA-060-018,388,680,610
MIA-060-019,244,417,351
MIA-060-020,529,830,720
MIA-060-021,288,501,394
MIA-060-022,516,729,610
MIA-060-023,504,807,650
MIA-070-001,359,489,443
MIA-070-002,661,992,928
MIA-070-003,847,1372,1225
MIA-070-004,409,700,577
MIA-070-005,318,468,419
MIA-070-006,328,570,539
MIA-070-007,882,1314,1239
MIA-070-008,471,743,681
MIA-070-009,890,1459,1281
MIA-070-010,310,501,425
MIA-070-011,641,1095,973
MIA-080-001,716,1076,975
MIA-080-002,281,410,403
MIA-080-003,761,1140,1104
MIA-080-004,592,892,848
MIA-080-005,279,390,305
MIA-080-006,523,810,731
MIA-080-007,284,460,362
MIA-080-008,598,1002,914
MIA-080-009,302,509,404
MIA-080-010,193,324,250
MIA-080-011,434,669,560
MIA-080-012,458,706,556
MIA-090-001,667,1042,1049
MIA-090-002,927,1542,1533
MIA-090-003,1235,2181,2145
MIA-090-004,387,656,554
MIA-090-005,789,1518,1344
MIA-090-006,833,1432,1375
MIA-090-007,482,998,847
MIA-090-008,411,680,635
MIA-090-009,725,1330,1164
MIA-090-010,158,201,172
MIA-090-011,175,239,213
MIA-090-012,835,1391,1320
MIA-090-013,540,881,833
MIA-090-014,578,973,907
MIA-090-015,512,962,820
MIA-090-016,460,848,722
MIA-090-017,543,944,806
MIA-090-018,105,147,115
MIA-090-019,146,220,160
MIA-100-001,406,647,604
MIA-100-002,1706,2864,2692
MIA-100-003,707,1116,1013
MIA-100-004,484,877,762
MIA-100-005,433,833,660
MIA-100-006,459,734,610
MIA-100-007,1178,2031,1825
MIA-100-008,260,380,333
MIA-100-009,214,303,218
MIA-100-010,257,384,295
MIA-110-001,528,788,613
MIA-110-002,309,413,386
MIA-110-003,584,940,766
MIA-110-004,392,540,448
MIA-110-005,398,568,459
MIA-110-006,476,680,623
MIA-110-007,423,698,579
MIA-110-008,406,617,466
MIA-110-009,469,709,553
MIA-120-001,902,1530,1420
MIA-120-002,689,1209,1115
MIA-120-003,299,460,425
MIA-120-004,600,1098,963
MIA-120-005,315,565,487
MIA-120-006,203,274,225
MIA-120-007,436,678,588
MIA-120-008,155,210,171
MIA-130-001,1563,2722,2562
MIA-130-002,730,1223,1081
MIA-130-003,528,947,810
MIA-130-004,1304,2186,2090
MIA-130-005,580,964,827
MIA-130-006,172,253,231
MIA-130-007,524,838,699
MIA-140-001,233,395,326
MIA-140-002,228,373,310
MIA-140-003,389,560,494
MIA-140-004,251,434,333
MIA-140-005,235,356,279
MIA-140-006,241,307,234
MIA-140-007,416,621,489
MIA-140-008,467,753,618
MIA-140-009,259,483,341
MIA-150-001,829,1282,1212
MIA-150-002,189,308,271
MIA-150-003,382,654,567
MIA-150-004,1192,2273,2089
MIA-150-005,200,327,294
MIA-150-006,185,330,270
MIA-150-007,458,826,786
MIA-150-008,283,489,432
MIA-150-009,380,662,530
MIA-160-001,845,1469,1272
MIA-160-002,252,441,333
MIA-160-003,355,585,494
MIA-160-004,105,152,138
MIA-160-005,235,362,292
MIA-160-006,256,363,301
MIA-160-007,181,277,237
MIA-160-008,205,250,188
MIA-170-001,166,250,168
MIA-170-002,241,371,299
MIA-170-003,385,590,489
MIA-170-004,233,371,291
MIA-170-005,256,400,308
MIA-170-006,154,226,184
MIA-170-007,295,461,361
MIA-180-001,106,199,132
MIA-180-002,412,681,562
MIA-180-003,374,550,471
MIA-180-004,205,290,258
MIA-180-005,203,324,290
MIA-180-006,182,312,272
MIA-180-007,266,431,370
MIA-180-008,220,380,373
CHA-010-001,633,967,1054
CHA-010-002,1915,3115,3257
CHA-010-003,788,1184,1301
CHA-010-004,438,562,658
CHA-010-005,665,980,1101
CHA-010-006,780,1159,1166
CHA-010-007,1657,2628,2922
CHA-010-008,2015,3110,3288
CHA-010-009,684,1073,1119
CHA-010-010,856,1098,1194
CHA-010-011,354,508,505
CHA-010-012,682,945,1011
CHA-010-013,415,599,561
CHA-010-014,326,472,504
CHA-010-015,365,457,458
CHA-010-016,400,544,546
CHA-010-017,369,486,445
CHA-010-018,378,545,571
CHA-010-019,500,738,697
CHA-010-020,1340,2069,2026
CHA-010-021,1416,2200,2262
CHA-010-022,523,796,822
CHA-010-023,1271,1947,2032
CHA-010-024,1646,2492,2739
CHA-010-025,490,675,697
CHA-010-026,1178,2101,2038
CHA-010-027,644,1289,1222
CHA-010-028,548,1080,1010
CHA-010-029,1146,1813,1824
CHA-010-030,1036,1987,1969
CHA-010-031,1544,2558,2575
CHA-010-032,876,1780,1468
CHA-010-033,1076,1500,1527
CHA-010-034,690,922,942
CHA-010-035,458,597,581
CHA-010-036,556,739,740
CHA-010-037,811,1112,1153
CHA-010-038,685,859,949
CHA-010-039,2908,4529,4759
CHA-010-040,615,905,925
CHA-010-041,1835,3047,3097
CHA-010-042,2673,4131,4455
CHA-010-043,1206,1740,1866
CHA-010-044,1240,1818,1973
CHA-010-045,646,889,946
CHA-010-046,1346,1637,1422
CHA-010-047,3319,5181,5386
CHA-010-048,965,1423,1343
CHA-010-049,411,606,622
CHA-010-050,1146,1997,1977
CHA-010-051,587,1098,1007
CHA-010-052,716,1172,1125
CHA-010-053,1076,1980,1836
CHA-010-054,917,1818,1748
CHA-010-055,2454,4129,4172
CHA-010-056,973,1479,1502
CHA-010-057,336,715,660
CHA-010-058,828,1526,1462
CHA-010-059,382,795,691
CHA-010-060,299,602,538
CHA-010-061,986,1768,1765
CHA-010-062,3060,4853,4939
CHA-010-063,856,1495,1444
CHA-010-064,1669,2743,2762
CHA-010-065,1049,1734,1683
CHA-010-066,367,773,690
CHA-010-067,409,803,736
CHA-010-068,284,550,463
CHA-010-069,269,562,496
CHA-010-070,389,662,657
CHA-010-071,1543,2679,2565
CHA-010-072,2160,3127,3310
CHA-010-073,1838,2848,3065
CHA-020-001,462,732,679
CHA-020-002,213,317,304
CHA-020-003,339,544,510
CHA-020-004,392,577,538
CHA-020-005,2519,4618,4566
CHA-020-006,1677,3261,3061
CHA-020-007,1645,2867,2826
CHA-020-008,1390,2625,2538
CHA-020-009,209,382,307
CHA-020-010,339,571,529
CHA-020-011,418,805,755
CHA-020-012,466,680,682
CHA-020-013,471,789,779
CHA-020-014,112,184,178
CHA-020-015,268,459,457
CHA-020-016,230,408,379
CHA-020-017,332,644,606
CHA-020-018,813,1403,1455
CHA-020-019,1200,2402,2295
CHA-020-020,726,1707,1582
CHA-020-021,1168,2501,2377
CHA-020-022,1215,2622,2456
CHA-020-023,933,1986,1883
CHA-020-024,601,1318,1234
CHA-020-025,938,1967,1814
CHA-020-026,1076,2103,2009
CHA-020-027,600,1234,1116
CHA-020-028,743,1503,1415
CHA-020-029,1664,2725,2743
CHA-030-001,1961,3436,3418
CHA-030-002,1604,2605,2584
CHA-030-003,159,283,298
CHA-030-004,662,1098,1074
CHA-030-005,1223,2099,2109
CHA-030-006,908,1827,1714
CHA-030-007,532,1057,1026
CHA-030-008,283,540,518
CHA-030-009,619,1274,1254
CHA-030-010,888,1720,1547
CHA-030-011,415,885,814
CHA-030-012,577,1151,1076
CHA-030-013,647,1324,1226
CHA-030-014,430,880,805
CHA-030-015,1742,3186,3156
CHA-030-016,613,1196,1065
CHA-030-017,881,1630,1517
CHA-030-018,752,1160,1090
CHA-030-019,1042,2073,1942
CHA-030-020,275,569,544
CHA-030-021,870,1444,1318
CHA-030-022,810,1481,1417
CHA-030-023,368,733,620
CHA-030-024,946,1833,1637
CHA-030-025,1595,2438,2417
CHA-030-026,555,1143,1008
CHA-030-027,264,580,553
CHA-030-028,395,775,684
CHA-030-029,580,1227,1125
CHA-030-030,1018,1975,1940
CHA-030-031,503,1077,957
CHA-030-032,1023,1581,1660
CHA-040-001,675,1365,1387
CHA-040-002,375,820,711
CHA-040-003,716,1450,1347
CHA-040-004,374,798,787
CHA-040-005,368,749,725
CHA-040-006,559,1233,1080
CHA-040-007,749,1596,1440
CHA-040-008,380,809,773
CHA-050-001,511,1082,997
CHA-050-002,375,732,678
CHA-050-003,440,792,782
CHA-050-004,581,1243,1116
CHA-050-005,679,1263,1234
CHA-050-006,396,820,770
CHA-050-007,547,1177,1070
CHA-050-008,577,1115,1041
CHA-050-009,804,1688,1563
CHA-050-010,1699,3073,3152
CHA-050-011,537,1160,1047
CHA-050-012,559,1069,1003
CHA-050-013,911,1823,1732
CHA-050-014,665,1447,1373
CHA-060-001,433,888,816
CHA-060-002,446,935,822
CHA-060-003,374,785,665
CHA-060-004,436,904,757
CHA-060-005,364,746,650
CHA-060-006,388,776,716
CHA-060-007,448,899,819
CHA-060-008,281,526,472
CHA-060-009,764,1503,1358
CHA-060-010,969,1553,1601
CHA-060-011,746,1560,1460
CHA-060-012,371,780,723
CHA-060-013,328,698,623
CHA-060-014,704,1506,1323
CHA-060-015,570,1304,1087
CHA-060-016,644,1519,1388
CHA-060-017,375,859,769
CHA-060-018,380,863,782
CHA-060-019,1198,2204,2125
CHA-060-020,784,1584,1488
CHA-060-021,693,1524,1364
CHA-060-022,610,1222,1172
CHA-070-001,527,1105,1028
CHA-070-002,687,1250,1151
CHA-070-003,845,1657,1612
CHA-070-004,584,1195,1077
CHA-070-005,424,872,809
CHA-070-006,1260,2444,2395
CHA-070-007,953,1973,1795
CHA-070-008,724,1465,1340
CHA-070-009,406,858,781
CHA-070-010,1483,2905,2757
CHA-070-011,608,1248,1183
CHA-070-012,502,1014,949
CHA-070-013,517,1049,959
CHA-070-014,622,1334,1219
CHA-080-001,1173,1962,1936
CHA-080-002,630,1125,1049
CHA-080-003,793,1547,1390
CHA-080-004,377,630,556
CHA-080-005,450,899,822
CHA-080-006,612,1030,980
CHA-080-007,248,412,380
CHA-080-008,628,1089,967
CHA-080-009,1739,3120,2971
CHA-080-010,1067,1760,1695
CHA-080-011,1670,2733,2564
CHA-080-012,406,817,692
CHA-080-013,1146,2103,2077
CHA-080-014,310,547,531
CHA-080-015,337,653,557
CHA-080-016,597,1140,1116
CHA-080-017,646,1150,1090
CHA-080-018,506,996,956
CHA-090-001,584,1119,1031
CHA-090-002,461,911,797
CHA-090-003,587,1127,1038
CHA-090-004,813,1494,1392
CHA-090-005,813,1506,1321
CHA-090-006,547,999,889
CHA-090-007,307,576,543
CHA-090-008,352,739,601
CHA-090-009,246,422,370
CHA-090-010,545,963,891
CHA-090-011,321,608,590
CHA-090-012,407,792,678
CHA-090-013,340,610,511
CHA-090-014,366,617,546
CHA-090-015,182,392,316
CHA-100-001,468,664,666
CHA-100-002,1158,1616,1663
CHA-100-003,1418,2033,2203
CHA-100-004,1086,1608,1678
CHA-100-005,312,482,495
CHA-100-006,1216,1698,1810
CHA-100-007,370,565,563
CHA-100-008,273,406,403
CHA-100-009,786,1091,1077
CHA-100-010,2211,3192,3354
CHA-100-011,987,1616,1553
CHA-100-012,1646,2595,2645
CHA-100-013,1759,2824,2983
CHA-100-014,1556,2818,2845
CHA-100-015,572,1146,1043
CHA-100-016,687,1419,1347
CHA-100-017,966,1556,1580
CHA-100-018,2400,3978,4068
CHA-100-019,1030,1773,1798
CHA-100-020,679,1178,1090
CHA-100-021,783,1341,1333
CHA-100-022,1084,1843,1775
CHA-100-023,765,1491,1419
CHA-100-024,1261,2123,2090
CHA-100-025,815,1513,1385
CHA-100-026,939,1590,1540
CHA-100-027,902,1780,1630
CHA-100-028,577,1088,964
CHA-100-029,406,800,659
CHA-100-030,247,464,428
CHA-100-031,687,1251,1148
CHA-100-032,755,1471,1373
CHA-100-033,642,1262,1186
CHA-100-034,621,1162,1066
CHA-100-035,602,1087,989
CHA-100-036,749,1510,1387
CHA-100-037,1091,1725,1841
CHA-100-038,888,1354,1471
CHA-100-039,913,1443,1531
CHA-100-040,553,922,981
CHA-100-041,865,1372,1426
CHA-110-001,453,776,784
CHA-110-002,269,428,413
CHA-110-003,687,1168,1244
CHA-110-004,178,274,274
CHA-110-005,1171,2164,2085
CHA-110-006,729,1434,1350
CHA-110-007,1157,2105,2075
CHA-110-008,466,890,778
CHA-110-009,982,1824,1749
CHA-110-010,947,1537,1461
CHA-110-011,821,1405,1351
CHA-110-012,290,528,528
CHA-110-013,619,1140,1126
CHA-110-014,757,1502,1395
CHA-110-015,265,559,555
CHA-110-016,444,820,784
CHA-110-017,649,1172,1119
CHA-110-018,1609,2934,2874
CHA-110-019,238,439,380
CHA-110-020,422,803,777
CHA-110-021,249,459,413
CHA-110-022,461,838,772
CHA-110-023,458,838,773
CHA-110-024,738,1399,1329
CHA-110-025,563,1102,1025
CHA-120-001,313,567,472
CHA-120-002,323,969,533
CHA-120-003,290,449,396
CHA-120-004,564,1003,911
CHA-120-005,530,982,859
CHA-120-006,458,817,792
CHA-120-007,628,1099,1062
CHA-120-008,227,422,346
CHA-120-009,1237,1988,2034
CHA-120-010,924,1437,1462
CHA-120-011,457,691,653
CHA-120-012,460,763,782
CHA-120-013,808,1200,1191
CHA-120-014,862,1438,1314
CHA-120-015,578,1026,935
CHA-120-016,470,848,774
CHA-120-017,572,1146,1116
CHA-120-018,1431,2647,2566
CHA-120-019,472,848,816
CHA-120-020,548,991,930
CHA-120-021,312,566,500
CHA-120-022,308,543,468
CHA-130-001,1079,1829,1698
CHA-130-002,498,984,901
CHA-130-003,436,853,754
CHA-130-004,379,684,635
CHA-130-005,391,701,599
CHA-130-006,1014,1600,1584
CHA-130-007,1050,1731,1692
CHA-130-008,835,1545,1394
CHA-130-009,445,899,855
CHA-130-010,480,924,829
CHA-130-011,495,879,793
CHA-130-012,673,1251,1164
CHA-130-013,494,992,892
CHA-130-014,832,1559,1410
CHA-130-015,726,1254,1141
CHA-130-016,691,1234,1149
CHA-140-001,559,1065,982
CHA-140-002,528,967,917
CHA-140-003,390,780,704
CHA-140-004,297,570,548
CHA-140-005,536,1085,946
CHA-140-006,315,586,537
CHA-140-007,436,866,711
CHA-140-008,356,658,643
CHA-140-009,222,430,405
CHA-140-010,402,800,741
CHA-140-011,572,1070,1021
CHA-140-012,592,1379,1211
CHA-140-013,411,776,704
CHA-140-014,130,272,221
CHA-140-015,341,684,592
CHA-140-016,269,543,465
CHA-140-017,439,925,831
CHA-140-018,307,559,491
CHA-140-019,518,991,892
CHA-140-020,455,963,912
CHA-140-021,452,843,791
CHA-140-022,419,846,737
CHA-150-001,1216,2136,2097
CHA-150-002,426,820,740
CHA-150-003,568,932,903
CHA-150-004,424,799,730
CHA-150-005,607,1088,978
CHA-150-006,647,1126,1057
CHA-150-007,475,878,856
CHA-150-008,701,1276,1187
CHA-150-009,867,1392,1312
CHA-150-010,201,365,324
CHA-150-011,389,719,702
CHA-150-012,525,901,927
CHA-150-013,371,625,613
CHA-150-014,302,607,531
CHA-150-015,488,864,782
CHA-150-016,626,1114,1046
CHA-150-017,466,855,749
CHA-150-018,316,581,494
CHA-150-019,271,492,431
CHA-150-020,299,569,542
CHA-160-001,296,509,471
CHA-160-002,582,983,965
CHA-160-003,621,1177,1175
CHA-160-004,712,1384,1260
CHA-160-005,608,1135,1080
CHA-160-006,517,923,849
CHA-160-007,331,693,596
CHA-160-008,329,635,609
CHA-160-009,901,1688,1542
CHA-160-010,481,901,827
CHA-160-011,370,757,713
CHA-160-012,548,1016,992
CHA-160-013,630,1218,1146
CHA-160-014,495,1042,940
CHA-160-015,477,862,801
CHA-160-016,306,592,543
CHA-160-017,233,469,409
CHA-160-018,262,502,474
CHA-160-019,238,434,395
CHA-160-020,317,571,495
CHA-160-021,289,553,478
CHA-160-022,239,464,382
CHA-160-023,382,752,646
CHA-160-024,483,877,764
CHA-170-001,1049,1676,1723
CHA-170-002,518,933,878
CHA-170-003,390,737,659
CHA-170-004,1545,2851,2707
CHA-170-005,326,601,556
CHA-170-006,389,661,644
CHA-170-007,989,1628,1622
CHA-170-008,654,1271,1218
CHA-170-009,258,489,419
CHA-170-010,350,583,567
CHA-170-011,514,1055,902
CHA-170-012,328,579,559
CHA-170-013,452,799,740
CHA-170-014,490,898,794
CHA-170-015,324,617,582
CHA-170-016,370,675,605
CHA-170-017,419,785,756
CHA-170-018,280,555,488
CHA-170-019,569,987,942
CHA-170-020,347,628,610
CHA-170-021,474,925,887
CHA-170-022,367,671,655
CHA-170-023,416,751,712
CHA-170-024,739,1317,1205
CHA-180-001,322,546,444
CHA-180-002,382,638,538
CHA-180-003,246,412,354
CHA-180-004,272,425,366
CHA-180-005,382,554,564
CHA-180-006,412,592,621
CHA-180-007,351,539,480
CHA-180-008,193,293,267
CHA-180-009,408,661,613
CHA-180-010,360,527,475
CHA-180-011,305,506,458
CHA-180-012,287,472,439
CHA-180-013,284,439,391
CHA-180-014,255,394,369
CHA-180-015,267,372,310
CHA-180-016,389,655,591
CHA-180-017,239,437,361
CHA-190-001,673,1010,1076
CHA-190-002,385,483,542
CHA-190-003,242,376,361
CHA-190-004,258,444,430
CHA-190-005,527,939,879
CHA-190-006,514,818,794
CHA-190-007,818,1315,1298
CHA-190-008,1123,1714,1719
CHA-190-009,429,769,739
CHA-190-010,1736,2903,2860
CHA-190-011,635,1004,962
CHA-190-012,870,1643,1496
CHA-190-013,672,1132,1110
CHA-190-014,682,1219,1157
CHA-190-015,634,1046,999
CHA-200-001,814,1336,1308
CHA-200-002,1204,2288,2201
CHA-200-003,489,874,903
CHA-200-004,1116,1894,1915
CHA-200-005,508,1118,1046
CHA-200-006,461,877,825
CHA-200-007,382,711,602
CHA-200-008,336,675,562
CHA-200-009,368,725,664
CHA-200-010,483,937,850
CHA-200-011,1116,1939,1947
CHA-200-012,847,1638,1523
CHA-200-013,524,883,771
CHA-200-014,519,1036,932
CHA-200-015,387,835,752
CHA-200-016,256,509,458
CHA-200-017,493,934,870
CHA-200-018,443,807,730
CHA-200-019,341,696,625
CHA-200-020,1223,2254,2108
CHA-200-021,311,634,564
CHA-200-022,407,756,680
CHA-200-023,284,568,545
CHA-200-024,429,777,753
CHA-200-025,327,628,647
CHA-200-026,333,600,547
CHA-200-027,219,466,423
CHA-210-001,448,839,729
CHA-210-002,255,438,410
CHA-210-003,882,1541,1505
CHA-210-004,359,695,627
CHA-210-005,283,500,435
CHA-210-006,339,701,641
CHA-210-007,391,689,662
CHA-210-008,217,418,367
CHA-210-009,441,821,773
CHA-210-010,441,868,776
CHA-210-011,539,937,937
CHA-210-012,433,782,750
CHA-210-013,476,1108,1058
CHA-210-014,279,607,528
CHA-210-015,294,563,519
CHA-210-016,506,926,789
CHA-210-017,525,1021,919
CHA-210-018,106,165,144
CHA-210-019,238,402,341
CHA-210-020,313,569,530
CHA-220-001,844,1550,1458
CHA-220-002,594,1097,1007
CHA-220-003,536,1084,976
CHA-220-004,775,1538,1299
CHA-220-005,459,819,791
CHA-220-006,494,988,920
CHA-220-007,1200,2092,2058
CHA-220-008,685,1264,1192
CHA-220-009,228,452,417
CHA-220-010,189,371,323
CHA-220-011,524,1004,902
CHA-220-012,388,718,614
CHA-220-013,288,522,446
CHA-220-014,390,686,608
CHA-220-015,510,901,847
CHA-220-016,351,660,611
CHA-220-017,350,618,567
CHA-230-001,366,628,549
CHA-230-002,201,275,245
CHA-230-003,296,472,437
CHA-230-004,239,381,324
CHA-230-005,347,610,587
CHA-230-006,737,1329,1254
CHA-230-007,449,879,804
CHA-230-008,184,326,254
CHA-230-009,252,451,372
CHA-230-010,263,443,389
CHA-230-011,329,625,567
CHA-230-012,221,374,308
CHA-230-013,218,367,308
CHA-230-014,339,582,411
CHA-230-015,698,1323,1240
CHA-230-016,247,417,419
CHA-230-017,273,465,433
CHA-230-018,242,397,386
CHA-230-019,445,844,740
CHA-230-020,549,1054,927
CHA-230-021,477,920,791
CHA-230-022,328,710,571
CHA-230-023,687,1381,1195
CHA-230-024,239,473,443
CHA-230-025,426,904,772
CHA-230-026,997,2025,1852
CHA-240-001,467,758,621
CHA-240-002,377,735,601
CHA-240-003,443,833,764
CHA-240-004,286,572,510
CHA-240-005,347,650,585
CHA-240-006,359,752,630
CHA-240-007,458,875,720
CHA-240-008,266,468,383
CHA-240-009,283,480,365
CHA-240-010,424,708,580
CHA-240-011,350,613,482
CHA-240-012,424,802,686
CHA-240-013,343,608,510
CHA-240-014,308,606,534
CHA-240-015,257,470,368
CHA-250-001,411,727,684
CHA-250-002,700,1216,1224
CHA-250-003,267,517,440
CHA-250-004,284,503,476
CHA-250-005,520,1019,919
CHA-250-006,228,450,371
CHA-250-007,331,695,629
CHA-250-008,409,773,662
CHA-250-009,193,330,262
CHA-250-010,293,566,481
CHA-250-011,248,450,364
CHA-250-012,217,383,349
CHA-250-013,295,498,447
CHA-250-014,232,392,307
CHA-260-001,630,1170,1083
CHA-260-002,454,843,837
CHA-260-003,394,755,700
CHA-260-004,466,919,865
CHA-260-005,249,441,406
CHA-260-006,476,967,842
CHA-260-007,297,576,499
CHA-260-008,374,584,527
CHA-260-009,701,1379,1169
CHA-260-010,250,472,417
CHA-260-011,627,947,903
CHA-260-012,643,1228,1055
CHA-260-013,295,575,476
CHA-260-014,627,1097,1038
CHA-260-015,633,1291,1078
CHA-260-016,415,785,722
CHA-260-017,686,1190,1139
CHA-260-018,314,549,482
CHA-260-019,289,576,494
NAN-010-001,421,584,596
NAN-010-002,652,849,925
NAN-010-003,364,506,543
NAN-010-004,214,305,330
NAN-010-005,277,376,371
NAN-010-006,182,236,258
NAN-010-007,440,623,631
NAN-010-008,1040,1580,1589
NAN-010-009,2659,4236,4172
NAN-010-010,1773,2852,2881
NAN-010-011,166,266,226
NAN-010-012,2590,3533,3702
NAN-010-013,783,1319,1169
NAN-010-014,373,624,600
NAN-010-015,2113,3314,3236
NAN-010-016,1189,1768,1777
NAN-010-017,771,1308,1212
NAN-010-018,1763,2619,2611
NAN-010-019,680,1197,1097
NAN-010-020,275,536,459
NAN-010-021,278,446,366
NAN-010-022,434,746,603
NAN-010-023,2031,3105,3187
NAN-010-024,1865,2957,2902
NAN-010-025,1071,1739,1631
NAN-010-026,1124,1765,1674
NAN-010-027,2463,3701,3867
NAN-010-028,866,1466,1369
NAN-010-029,2535,3953,3969
NAN-010-030,555,1001,826
NAN-010-031,504,593,682
NAN-010-032,663,756,787
NAN-010-033,604,654,746
NAN-010-034,239,364,387
NAN-020-001,1295,1683,1681
NAN-020-002,403,546,502
NAN-020-003,1402,2042,2080
NAN-020-004,1121,1598,1566
NAN-020-005,945,1348,1408
NAN-020-006,504,648,692
NAN-020-007,1597,2260,2262
NAN-020-008,2519,3446,3637
NAN-020-009,355,569,525
NAN-020-010,3107,4450,4511
NAN-020-011,1524,2325,2194
NAN-020-012,447,664,584
NAN-020-013,420,716,601
NAN-020-014,404,652,712
NAN-020-015,463,651,551
NAN-020-016,142,215,165
NAN-020-017,526,857,784
NAN-020-018,608,876,916
NAN-020-019,732,1101,1034
NAN-020-020,505,852,808
NAN-020-021,275,432,366
NAN-020-022,265,493,648
NAN-020-023,469,707,665
NAN-020-024,242,369,339
NAN-020-025,410,599,593
NAN-020-026,1087,1712,1654
NAN-020-027,641,925,899
NAN-020-028,1118,1642,1522
NAN-020-029,631,1024,982
NAN-020-030,1348,2038,2145
NAN-020-031,1085,1607,1587
NAN-020-032,1316,1978,1978
NAN-020-033,881,1296,1351
NAN-030-001,878,1266,1350
NAN-030-002,998,1290,1382
NAN-030-003,529,793,765
NAN-030-004,2424,3860,3880
NAN-030-005,2976,4310,4463
NAN-030-006,2518,3839,3837
NAN-030-007,2277,3590,3545
NAN-030-008,1458,2446,2350
NAN-030-009,1571,2652,2519
NAN-030-010,875,1376,1359
NAN-030-011,1076,1869,1747
NAN-030-012,1156,1817,1771
NAN-030-013,1270,2138,1888
NAN-030-014,1009,1714,1614
NAN-030-015,543,910,832
NAN-030-016,783,1367,1291
NAN-030-017,688,1264,1125
NAN-030-018,742,1295,1215
NAN-030-019,1474,2495,2396
NAN-030-020,640,1046,951
NAN-030-021,393,671,567
NAN-030-022,917,1469,1296
NAN-030-023,395,648,635
NAN-030-024,318,443,412
NAN-030-025,1015,1457,1515
NAN-030-026,1627,2338,2417
NAN-030-027,1328,1875,2022
NAN-040-001,963,1242,1264
NAN-040-002,311,404,390
NAN-040-003,1946,2801,2775
NAN-040-004,1563,2179,2179
NAN-040-005,713,1077,1050
NAN-040-006,519,791,703
NAN-040-007,1514,2327,2203
NAN-040-008,387,642,535
NAN-040-009,577,849,811
NAN-040-010,341,527,524
NAN-040-011,1225,1888,1775
NAN-040-012,647,1078,971
